Week,30 yr FRM,Year
5/10/2007,6.15,2007
5/17/2007,6.21,2007
5/24/2007,6.37,2007
5/31/2007,6.42,2007
6/7/2007,6.53,2007
6/14/2007,6.74,2007
6/21/2007,6.69,2007
6/28/2007,6.67,2007
7/5/2007,6.63,2007
7/12/2007,6.73,2007
7/19/2007,6.73,2007
7/26/2007,6.69,2007
8/2/2007,6.68,2007
8/9/2007,6.59,2007
8/16/2007,6.62,2007
8/23/2007,6.52,2007
8/30/2007,6.45,2007
9/6/2007,6.46,2007
9/13/2007,6.31,2007
9/20/2007,6.34,2007
9/27/2007,6.42,2007
10/4/2007,6.37,2007
10/11/2007,6.40,2007
10/18/2007,6.40,2007
10/25/2007,6.33,2007
11/1/2007,6.26,2007
11/8/2007,6.24,2007
11/15/2007,6.24,2007
11/21/2007,6.20,2007
11/29/2007,6.10,2007
12/6/2007,5.96,2007
12/13/2007,6.11,2007
12/20/2007,6.14,2007
12/27/2007,6.17,2007
1/3/2008,6.07,2008
1/10/2008,5.87,2008
1/17/2008,5.69,2008
1/24/2008,5.48,2008
1/31/2008,5.68,2008
2/7/2008,5.67,2008
2/14/2008,5.72,2008
2/21/2008,6.04,2008
2/28/2008,6.24,2008
3/6/2008,6.03,2008
3/13/2008,6.13,2008
3/20/2008,5.87,2008
3/27/2008,5.85,2008
4/3/2008,5.88,2008
4/10/2008,5.88,2008
4/17/2008,5.88,2008
4/24/2008,6.03,2008
5/1/2008,6.06,2008
5/8/2008,6.05,2008
5/15/2008,6.01,2008
5/22/2008,5.98,2008
5/29/2008,6.08,2008
6/5/2008,6.09,2008
6/12/2008,6.32,2008
6/19/2008,6.42,2008
6/26/2008,6.45,2008
7/3/2008,6.35,2008
7/10/2008,6.37,2008
7/17/2008,6.26,2008
7/24/2008,6.63,2008
7/31/2008,6.52,2008
8/7/2008,6.52,2008
8/14/2008,6.52,2008
8/21/2008,6.47,2008
8/28/2008,6.40,2008
9/4/2008,6.35,2008
9/11/2008,5.93,2008
9/18/2008,5.78,2008
9/25/2008,6.09,2008
10/2/2008,6.10,2008
10/9/2008,5.94,2008
10/16/2008,6.46,2008
10/23/2008,6.04,2008
10/30/2008,6.46,2008
11/6/2008,6.20,2008
11/13/2008,6.14,2008
11/20/2008,6.04,2008
11/26/2008,5.97,2008
12/4/2008,5.53,2008
12/11/2008,5.47,2008
12/18/2008,5.19,2008
12/24/2008,5.14,2008
12/31/2008,5.10,2008
1/8/2009,5.01,2009
1/15/2009,4.96,2009
1/22/2009,5.12,2009
1/29/2009,5.10,2009
2/5/2009,5.25,2009
2/12/2009,5.16,2009
2/19/2009,5.04,2009
2/26/2009,5.07,2009
3/5/2009,5.15,2009
3/12/2009,5.03,2009
3/19/2009,4.98,2009
3/26/2009,4.85,2009
4/2/2009,4.78,2009
4/9/2009,4.87,2009
4/16/2009,4.82,2009
4/23/2009,4.80,2009
4/30/2009,4.78,2009
5/7/2009,4.84,2009
5/14/2009,4.86,2009
5/21/2009,4.82,2009
5/28/2009,4.91,2009
6/4/2009,5.29,2009
6/11/2009,5.59,2009
6/18/2009,5.38,2009
6/25/2009,5.42,2009
7/2/2009,5.32,2009
7/9/2009,5.20,2009
7/16/2009,5.14,2009
7/23/2009,5.20,2009
7/30/2009,5.25,2009
8/6/2009,5.22,2009
8/13/2009,5.29,2009
8/20/2009,5.12,2009
8/27/2009,5.14,2009
9/3/2009,5.08,2009
9/10/2009,5.07,2009
9/17/2009,5.04,2009
9/24/2009,5.04,2009
10/1/2009,4.94,2009
10/8/2009,4.87,2009
10/15/2009,4.92,2009
10/22/2009,5.00,2009
10/29/2009,5.03,2009
11/5/2009,4.98,2009
11/12/2009,4.91,2009
11/19/2009,4.83,2009
11/25/2009,4.78,2009
12/3/2009,4.71,2009
12/10/2009,4.81,2009
12/17/2009,4.94,2009
12/24/2009,5.05,2009
12/31/2009,5.14,2009
1/7/2010,5.09,2010
1/14/2010,5.06,2010
1/21/2010,4.99,2010
1/28/2010,4.98,2010
2/4/2010,5.01,2010
2/11/2010,4.97,2010
2/18/2010,4.93,2010
2/25/2010,5.05,2010
3/4/2010,4.97,2010
3/11/2010,4.95,2010
3/18/2010,4.96,2010
3/25/2010,4.99,2010
4/1/2010,5.08,2010
4/8/2010,5.21,2010
4/15/2010,5.07,2010
4/22/2010,5.07,2010
4/29/2010,5.06,2010
5/6/2010,5.00,2010
5/13/2010,4.93,2010
5/20/2010,4.84,2010
5/27/2010,4.78,2010
6/3/2010,4.79,2010
6/10/2010,4.72,2010
6/17/2010,4.75,2010
6/24/2010,4.69,2010
7/1/2010,4.58,2010
7/8/2010,4.57,2010
7/15/2010,4.57,2010
7/22/2010,4.56,2010
7/29/2010,4.54,2010
8/5/2010,4.49,2010
8/12/2010,4.44,2010
8/19/2010,4.42,2010
8/26/2010,4.36,2010
9/2/2010,4.32,2010
9/9/2010,4.35,2010
9/16/2010,4.37,2010
9/23/2010,4.37,2010
9/30/2010,4.32,2010
10/7/2010,4.27,2010
10/14/2010,4.19,2010
10/21/2010,4.21,2010
10/28/2010,4.23,2010
11/4/2010,4.24,2010
11/11/2010,4.17,2010
11/18/2010,4.39,2010
11/24/2010,4.40,2010
12/2/2010,4.46,2010
12/9/2010,4.61,2010
12/16/2010,4.83,2010
12/23/2010,4.81,2010
12/30/2010,4.86,2010
1/6/2011,4.77,2011
1/13/2011,4.71,2011
1/20/2011,4.74,2011
1/27/2011,4.80,2011
2/3/2011,4.81,2011
2/10/2011,5.05,2011
2/17/2011,5.00,2011
2/24/2011,4.95,2011
3/3/2011,4.87,2011
3/10/2011,4.88,2011
3/17/2011,4.76,2011
3/24/2011,4.81,2011
3/31/2011,4.86,2011
4/7/2011,4.87,2011
4/14/2011,4.91,2011
4/21/2011,4.80,2011
4/28/2011,4.78,2011
5/5/2011,4.71,2011
5/12/2011,4.63,2011
5/19/2011,4.61,2011
5/26/2011,4.60,2011
6/2/2011,4.55,2011
6/9/2011,4.49,2011
6/16/2011,4.50,2011
6/23/2011,4.50,2011
6/30/2011,4.51,2011
7/7/2011,4.60,2011
7/14/2011,4.51,2011
7/21/2011,4.52,2011
7/28/2011,4.55,2011
8/4/2011,4.39,2011
8/11/2011,4.32,2011
8/18/2011,4.15,2011
8/25/2011,4.22,2011
9/1/2011,4.22,2011
9/8/2011,4.12,2011
9/15/2011,4.09,2011
9/22/2011,4.09,2011
9/29/2011,4.01,2011
10/6/2011,3.94,2011
10/13/2011,4.12,2011
10/20/2011,4.11,2011
10/27/2011,4.10,2011
11/3/2011,4.00,2011
11/10/2011,3.99,2011
11/17/2011,4.00,2011
11/23/2011,3.98,2011
12/1/2011,4.00,2011
12/8/2011,3.99,2011
12/15/2011,3.94,2011
12/22/2011,3.91,2011
12/29/2011,3.95,2011
1/5/2012,3.91,2012
1/12/2012,3.89,2012
1/19/2012,3.88,2012
1/26/2012,3.98,2012
2/2/2012,3.87,2012
2/9/2012,3.87,2012
2/16/2012,3.87,2012
2/23/2012,3.95,2012
3/1/2012,3.90,2012
3/8/2012,3.88,2012
3/15/2012,3.92,2012
3/22/2012,4.08,2012
3/29/2012,3.99,2012
4/5/2012,3.98,2012
4/12/2012,3.88,2012
4/19/2012,3.90,2012
4/26/2012,3.88,2012
5/3/2012,3.84,2012
5/10/2012,3.83,2012
5/17/2012,3.79,2012
5/24/2012,3.78,2012
5/31/2012,3.75,2012
6/7/2012,3.67,2012
6/14/2012,3.71,2012
6/21/2012,3.66,2012
6/28/2012,3.66,2012
7/5/2012,3.62,2012
7/12/2012,3.56,2012
7/19/2012,3.53,2012
7/26/2012,3.49,2012
8/2/2012,3.55,2012
8/9/2012,3.59,2012
8/16/2012,3.62,2012
8/23/2012,3.66,2012
8/30/2012,3.59,2012
9/6/2012,3.55,2012
9/13/2012,3.55,2012
9/20/2012,3.49,2012
9/27/2012,3.40,2012
10/4/2012,3.36,2012
10/11/2012,3.39,2012
10/18/2012,3.37,2012
10/25/2012,3.41,2012
11/1/2012,3.39,2012
11/8/2012,3.40,2012
11/15/2012,3.34,2012
11/21/2012,3.31,2012
11/29/2012,3.32,2012
12/6/2012,3.34,2012
12/13/2012,3.32,2012
12/20/2012,3.37,2012
12/27/2012,3.35,2012
1/3/2013,3.34,2013
1/10/2013,3.40,2013
1/17/2013,3.38,2013
1/24/2013,3.42,2013
1/31/2013,3.53,2013
2/7/2013,3.53,2013
2/14/2013,3.53,2013
2/21/2013,3.56,2013
2/28/2013,3.51,2013
3/7/2013,3.52,2013
3/14/2013,3.63,2013
3/21/2013,3.54,2013
3/28/2013,3.57,2013
4/4/2013,3.54,2013
4/11/2013,3.43,2013
4/18/2013,3.41,2013
4/25/2013,3.40,2013
5/2/2013,3.35,2013
5/9/2013,3.42,2013
5/16/2013,3.51,2013
5/23/2013,3.59,2013
5/30/2013,3.81,2013
6/6/2013,3.91,2013
6/13/2013,3.98,2013
6/20/2013,3.93,2013
6/27/2013,4.46,2013
7/3/2013,4.29,2013
7/11/2013,4.51,2013
7/18/2013,4.37,2013
7/25/2013,4.31,2013
8/1/2013,4.39,2013
8/8/2013,4.40,2013
8/15/2013,4.40,2013
8/22/2013,4.58,2013
8/29/2013,4.51,2013
9/5/2013,4.57,2013
9/12/2013,4.57,2013
9/19/2013,4.50,2013
9/26/2013,4.32,2013
10/3/2013,4.22,2013
10/10/2013,4.23,2013
10/17/2013,4.28,2013
10/24/2013,4.13,2013
10/31/2013,4.10,2013
11/7/2013,4.16,2013
11/14/2013,4.35,2013
11/21/2013,4.22,2013
11/27/2013,4.29,2013
12/5/2013,4.46,2013
12/12/2013,4.42,2013
12/19/2013,4.47,2013
12/26/2013,4.48,2013
1/2/2014,4.53,2014
1/9/2014,4.51,2014
1/16/2014,4.41,2014
1/23/2014,4.39,2014
1/30/2014,4.32,2014
2/6/2014,4.23,2014
2/13/2014,4.28,2014
2/20/2014,4.33,2014
2/27/2014,4.37,2014
3/6/2014,4.28,2014
3/13/2014,4.37,2014
3/20/2014,4.32,2014
3/27/2014,4.40,2014
4/3/2014,4.41,2014
4/10/2014,4.34,2014
4/17/2014,4.27,2014
4/24/2014,4.33,2014
5/1/2014,4.29,2014
5/8/2014,4.21,2014
5/15/2014,4.20,2014
5/22/2014,4.14,2014
5/29/2014,4.12,2014
6/5/2014,4.14,2014
6/12/2014,4.20,2014
6/19/2014,4.17,2014
6/26/2014,4.14,2014
7/3/2014,4.12,2014
7/10/2014,4.15,2014
7/17/2014,4.13,2014
7/24/2014,4.13,2014
7/31/2014,4.12,2014
8/7/2014,4.14,2014
8/14/2014,4.12,2014
8/21/2014,4.10,2014
8/28/2014,4.10,2014
9/4/2014,4.10,2014
9/11/2014,4.12,2014
9/18/2014,4.23,2014
9/25/2014,4.20,2014
10/2/2014,4.19,2014
10/9/2014,4.12,2014
10/16/2014,3.97,2014
10/23/2014,3.92,2014
10/30/2014,3.98,2014
11/6/2014,4.02,2014
11/13/2014,4.01,2014
11/20/2014,3.99,2014
11/26/2014,3.97,2014
12/4/2014,3.89,2014
12/11/2014,3.93,2014
12/18/2014,3.80,2014
12/24/2014,3.83,2014
12/31/2014,3.87,2014
1/8/2015,3.73,2015
1/15/2015,3.66,2015
1/22/2015,3.63,2015
1/29/2015,3.66,2015
2/5/2015,3.59,2015
2/12/2015,3.69,2015
2/19/2015,3.76,2015
2/26/2015,3.80,2015
3/5/2015,3.75,2015
3/12/2015,3.86,2015
3/19/2015,3.78,2015
3/26/2015,3.69,2015
4/2/2015,3.70,2015
4/9/2015,3.66,2015
4/16/2015,3.67,2015
4/23/2015,3.65,2015
4/30/2015,3.68,2015
5/7/2015,3.80,2015
5/14/2015,3.85,2015
5/21/2015,3.84,2015
5/28/2015,3.87,2015
6/4/2015,3.87,2015
6/11/2015,4.04,2015
6/18/2015,4.00,2015
6/25/2015,4.02,2015
7/2/2015,4.08,2015
7/9/2015,4.04,2015
7/16/2015,4.09,2015
7/23/2015,4.04,2015
7/30/2015,3.98,2015
8/6/2015,3.91,2015
8/13/2015,3.94,2015
8/20/2015,3.93,2015
8/27/2015,3.84,2015
9/3/2015,3.89,2015
9/10/2015,3.90,2015
9/17/2015,3.91,2015
9/24/2015,3.86,2015
10/1/2015,3.85,2015
10/8/2015,3.76,2015
10/15/2015,3.82,2015
10/22/2015,3.79,2015
10/29/2015,3.76,2015
11/5/2015,3.87,2015
11/12/2015,3.98,2015
11/19/2015,3.97,2015
11/25/2015,3.95,2015
12/3/2015,3.93,2015
12/10/2015,3.95,2015
12/17/2015,3.97,2015
12/24/2015,3.96,2015
12/31/2015,4.01,2015
1/7/2016,3.97,2016
1/14/2016,3.92,2016
1/21/2016,3.81,2016
1/28/2016,3.79,2016
2/4/2016,3.72,2016
2/11/2016,3.65,2016
2/18/2016,3.65,2016
2/25/2016,3.62,2016
3/3/2016,3.64,2016
3/10/2016,3.68,2016
3/17/2016,3.73,2016
3/24/2016,3.71,2016
3/31/2016,3.71,2016
4/7/2016,3.59,2016
4/14/2016,3.58,2016
4/21/2016,3.59,2016
4/28/2016,3.66,2016
5/5/2016,3.61,2016
5/12/2016,3.57,2016
5/19/2016,3.58,2016
5/26/2016,3.64,2016
6/2/2016,3.66,2016
6/9/2016,3.60,2016
6/16/2016,3.54,2016
6/23/2016,3.56,2016
6/30/2016,3.48,2016
7/7/2016,3.41,2016
7/14/2016,3.42,2016
7/21/2016,3.45,2016
7/28/2016,3.48,2016
8/4/2016,3.43,2016
8/11/2016,3.45,2016
8/18/2016,3.43,2016
8/25/2016,3.43,2016
9/1/2016,3.46,2016
9/8/2016,3.44,2016
9/15/2016,3.50,2016
9/22/2016,3.48,2016
9/29/2016,3.42,2016
10/6/2016,3.42,2016
10/13/2016,3.47,2016
10/20/2016,3.52,2016
10/27/2016,3.47,2016
11/3/2016,3.54,2016
11/10/2016,3.57,2016
11/17/2016,3.94,2016
11/23/2016,4.03,2016
12/1/2016,4.08,2016
12/8/2016,4.13,2016
12/15/2016,4.16,2016
12/22/2016,4.30,2016
12/29/2016,4.32,2016
1/5/2017,4.20,2017
1/12/2017,4.12,2017
1/19/2017,4.09,2017
1/26/2017,4.19,2017
2/2/2017,4.19,2017
2/9/2017,4.17,2017
2/16/2017,4.15,2017
2/23/2017,4.16,2017
3/2/2017,4.10,2017
3/9/2017,4.21,2017
3/16/2017,4.30,2017
3/23/2017,4.23,2017
3/30/2017,4.14,2017
4/6/2017,4.10,2017
4/13/2017,4.08,2017
4/20/2017,3.97,2017
4/27/2017,4.03,2017
5/4/2017,4.02,2017
5/11/2017,4.05,2017
5/18/2017,4.02,2017
5/25/2017,3.95,2017
6/1/2017,3.94,2017
6/8/2017,3.89,2017
6/15/2017,3.91,2017
6/22/2017,3.90,2017
6/29/2017,3.88,2017
7/6/2017,3.96,2017
7/13/2017,4.03,2017
7/20/2017,3.96,2017
7/27/2017,3.92,2017
8/3/2017,3.93,2017
8/10/2017,3.90,2017
8/17/2017,3.89,2017
8/24/2017,3.86,2017
8/31/2017,3.82,2017
9/7/2017,3.78,2017
9/14/2017,3.78,2017
9/21/2017,3.83,2017
9/28/2017,3.83,2017
10/5/2017,3.85,2017
10/12/2017,3.91,2017
10/19/2017,3.88,2017
10/26/2017,3.94,2017
11/2/2017,3.94,2017
11/9/2017,3.90,2017
11/16/2017,3.95,2017
11/22/2017,3.92,2017
11/30/2017,3.90,2017
12/7/2017,3.94,2017
12/14/2017,3.93,2017
12/21/2017,3.94,2017
12/28/2017,3.99,2017
1/4/2018,3.95,2018
1/11/2018,3.99,2018
1/18/2018,4.04,2018
1/25/2018,4.15,2018
2/1/2018,4.22,2018
2/8/2018,4.32,2018
2/15/2018,4.38,2018
2/22/2018,4.40,2018
3/1/2018,4.43,2018
3/8/2018,4.46,2018
3/15/2018,4.44,2018
3/22/2018,4.45,2018
3/29/2018,4.44,2018
4/5/2018,4.40,2018
4/12/2018,4.42,2018
4/19/2018,4.47,2018
4/26/2018,4.58,2018
5/3/2018,4.55,2018
5/10/2018,4.55,2018
5/17/2018,4.61,2018
5/24/2018,4.66,2018
5/31/2018,4.56,2018
6/7/2018,4.54,2018
6/14/2018,4.62,2018
6/21/2018,4.57,2018
6/28/2018,4.55,2018
7/5/2018,4.52,2018
7/12/2018,4.53,2018
7/19/2018,4.52,2018
7/26/2018,4.54,2018
8/2/2018,4.60,2018
8/9/2018,4.59,2018
8/16/2018,4.53,2018
8/23/2018,4.51,2018
8/30/2018,4.52,2018
9/6/2018,4.54,2018
9/13/2018,4.60,2018
9/20/2018,4.65,2018
9/27/2018,4.72,2018
10/4/2018,4.71,2018
10/11/2018,4.90,2018
10/18/2018,4.85,2018
10/25/2018,4.86,2018
11/1/2018,4.83,2018
11/8/2018,4.94,2018
11/15/2018,4.94,2018
11/21/2018,4.81,2018
11/29/2018,4.81,2018
12/6/2018,4.75,2018
12/13/2018,4.63,2018
12/20/2018,4.62,2018
12/27/2018,4.55,2018
1/3/2019,4.51,2019
1/10/2019,4.45,2019
1/17/2019,4.45,2019
1/24/2019,4.45,2019
1/31/2019,4.46,2019
2/7/2019,4.41,2019
2/14/2019,4.37,2019
2/21/2019,4.35,2019
2/28/2019,4.35,2019
3/7/2019,4.41,2019
3/14/2019,4.31,2019
3/21/2019,4.28,2019
3/28/2019,4.06,2019
4/4/2019,4.08,2019
4/11/2019,4.12,2019
4/18/2019,4.17,2019
4/25/2019,4.20,2019
5/2/2019,4.14,2019
5/9/2019,4.10,2019
5/16/2019,4.07,2019
5/23/2019,4.06,2019
5/30/2019,3.99,2019
6/6/2019,3.82,2019
6/13/2019,3.82,2019
6/20/2019,3.84,2019
6/27/2019,3.73,2019
7/3/2019,3.75,2019
7/11/2019,3.75,2019
7/18/2019,3.81,2019
7/25/2019,3.75,2019
8/1/2019,3.75,2019
8/8/2019,3.60,2019
8/15/2019,3.60,2019
8/22/2019,3.55,2019
8/29/2019,3.58,2019
9/5/2019,3.49,2019
9/12/2019,3.56,2019
9/19/2019,3.73,2019
9/26/2019,3.64,2019
10/3/2019,3.65,2019
10/10/2019,3.57,2019
10/17/2019,3.69,2019
10/24/2019,3.75,2019
10/31/2019,3.78,2019
11/7/2019,3.69,2019
11/14/2019,3.75,2019
11/21/2019,3.66,2019
11/27/2019,3.68,2019
12/5/2019,3.68,2019
12/12/2019,3.73,2019
12/19/2019,3.73,2019
12/26/2019,3.74,2019
1/2/2020,3.72,2020
1/9/2020,3.64,2020
1/16/2020,3.65,2020
1/23/2020,3.60,2020
1/30/2020,3.51,2020
2/6/2020,3.45,2020
2/13/2020,3.47,2020
2/20/2020,3.49,2020
2/27/2020,3.45,2020
3/5/2020,3.29,2020
3/12/2020,3.36,2020
3/19/2020,3.65,2020
3/26/2020,3.50,2020
4/2/2020,3.33,2020
4/9/2020,3.33,2020
4/16/2020,3.31,2020
4/23/2020,3.33,2020
4/30/2020,3.23,2020
5/7/2020,3.26,2020
5/14/2020,3.28,2020
5/21/2020,3.24,2020
5/28/2020,3.15,2020
6/4/2020,3.18,2020
6/11/2020,3.21,2020
6/18/2020,3.13,2020
6/25/2020,3.13,2020
7/2/2020,3.07,2020
7/9/2020,3.03,2020
7/16/2020,2.98,2020
7/23/2020,3.01,2020
7/30/2020,2.99,2020
8/6/2020,2.88,2020
8/13/2020,2.96,2020
8/20/2020,2.99,2020
8/27/2020,2.91,2020
9/3/2020,2.93,2020
9/10/2020,2.86,2020
9/17/2020,2.87,2020
9/24/2020,2.90,2020
10/1/2020,2.88,2020
10/8/2020,2.87,2020
10/15/2020,2.81,2020
10/22/2020,2.80,2020
10/29/2020,2.81,2020
11/5/2020,2.78,2020
11/12/2020,2.84,2020
11/19/2020,2.72,2020
11/25/2020,2.72,2020
12/3/2020,2.71,2020
12/10/2020,2.71,2020
12/17/2020,2.67,2020
12/24/2020,2.66,2020
12/31/2020,2.67,2020
1/7/2021,2.65,2021
1/14/2021,2.79,2021
1/21/2021,2.77,2021
1/28/2021,2.73,2021
2/4/2021,2.73,2021
2/11/2021,2.73,2021
2/18/2021,2.81,2021
2/25/2021,2.97,2021
3/4/2021,3.02,2021
3/11/2021,3.05,2021
3/18/2021,3.09,2021
3/25/2021,3.17,2021
4/1/2021,3.18,2021
4/8/2021,3.13,2021
4/15/2021,3.04,2021
4/22/2021,2.97,2021
4/29/2021,2.98,2021
5/6/2021,2.96,2021
5/13/2021,2.94,2021
5/20/2021,3.00,2021
5/27/2021,2.95,2021
6/3/2021,2.99,2021
6/10/2021,2.96,2021
6/17/2021,2.93,2021
6/24/2021,3.02,2021
7/1/2021,2.98,2021
7/8/2021,2.90,2021
7/15/2021,2.88,2021
7/22/2021,2.78,2021
7/29/2021,2.80,2021
8/5/2021,2.77,2021
8/12/2021,2.87,2021
8/19/2021,2.86,2021
8/26/2021,2.87,2021
9/2/2021,2.87,2021
9/9/2021,2.88,2021
9/16/2021,2.86,2021
9/23/2021,2.88,2021
9/30/2021,3.01,2021
10/7/2021,2.99,2021
10/14/2021,3.05,2021
10/21/2021,3.09,2021
10/28/2021,3.14,2021
11/4/2021,3.09,2021
11/10/2021,2.98,2021
11/18/2021,3.10,2021
11/24/2021,3.10,2021
12/2/2021,3.11,2021
12/9/2021,3.10,2021
12/16/2021,3.12,2021
12/23/2021,3.05,2021
12/30/2021,3.11,2021
1/6/2022,3.22,2022
1/13/2022,3.45,2022
1/20/2022,3.56,2022
1/27/2022,3.55,2022
2/3/2022,3.55,2022
2/10/2022,3.69,2022
2/17/2022,3.92,2022
2/24/2022,3.89,2022
3/3/2022,3.76,2022
3/10/2022,3.85,2022
3/17/2022,4.16,2022
3/24/2022,4.42,2022
3/31/2022,4.67,2022
4/7/2022,4.72,2022
4/14/2022,5.00,2022
4/21/2022,5.11,2022
4/28/2022,5.10,2022
5/5/2022,5.27,2022
5/12/2022,5.30,2022
5/19/2022,5.25,2022
5/26/2022,5.10,2022
6/2/2022,5.09,2022
6/9/2022,5.23,2022
6/16/2022,5.78,2022
6/23/2022,5.81,2022
6/30/2022,5.70,2022
7/7/2022,5.30,2022
7/14/2022,5.51,2022
7/21/2022,5.54,2022
7/28/2022,5.30,2022
8/4/2022,4.99,2022
8/11/2022,5.22,2022
8/18/2022,5.13,2022
8/25/2022,5.55,2022
9/1/2022,5.66,2022
9/8/2022,5.89,2022
9/15/2022,6.02,2022
9/22/2022,6.29,2022
9/29/2022,6.70,2022
10/6/2022,6.66,2022
10/13/2022,6.92,2022
10/20/2022,6.94,2022
10/27/2022,7.08,2022
11/3/2022,6.95,2022
11/10/2022,7.08,2022
11/17/2022,6.61,2022
11/23/2022,6.58,2022
12/1/2022,6.49,2022
12/8/2022,6.33,2022
12/15/2022,6.31,2022
12/22/2022,6.27,2022
12/29/2022,6.42,2022
1/5/2023,6.48,2023
1/12/2023,6.33,2023
1/19/2023,6.15,2023
1/26/2023,6.13,2023
2/2/2023,6.09,2023
2/9/2023,6.12,2023
2/16/2023,6.32,2023
2/23/2023,6.50,2023
3/2/2023,6.65,2023
3/9/2023,6.73,2023
3/16/2023,6.60,2023
3/23/2023,6.42,2023
3/30/2023,6.32,2023
4/6/2023,6.28,2023
4/13/2023,6.27,2023
4/20/2023,6.39,2023
4/27/2023,6.43,2023
5/4/2023,6.39,2023
5/11/2023,6.35,2023
5/18/2023,6.39,2023
5/25/2023,6.57,2023
6/1/2023,6.79,2023
6/8/2023,6.71,2023
6/15/2023,6.69,2023
6/22/2023,6.67,2023
6/29/2023,6.71,2023
7/6/2023,6.81,2023
7/13/2023,6.96,2023
7/20/2023,6.78,2023
7/27/2023,6.81,2023
8/3/2023,6.90,2023
8/10/2023,6.96,2023
8/17/2023,7.09,2023
8/24/2023,7.23,2023
8/31/2023,7.18,2023
9/7/2023,7.12,2023
9/14/2023,7.18,2023
9/21/2023,7.19,2023
9/28/2023,7.31,2023
10/5/2023,7.49,2023
10/12/2023,7.57,2023
10/19/2023,7.63,2023
10/26/2023,7.79,2023
11/2/2023,7.76,2023
11/9/2023,7.50,2023
11/16/2023,7.44,2023
11/22/2023,7.29,2023
11/30/2023,7.22,2023
12/7/2023,7.03,2023
12/14/2023,6.95,2023
12/21/2023,6.67,2023
12/28/2023,6.61,2023
1/4/2024,6.62,2024
1/11/2024,6.66,2024
1/18/2024,6.60,2024
1/25/2024,6.69,2024
2/1/2024,6.63,2024
2/8/2024,6.64,2024
2/15/2024,6.77,2024
2/22/2024,6.90,2024
2/29/2024,6.94,2024
3/7/2024,6.88,2024
3/14/2024,6.74,2024
3/21/2024,6.87,2024
3/28/2024,6.79,2024
4/4/2024,6.82,2024
4/11/2024,6.88,2024
4/18/2024,7.10,2024
4/25/2024,7.17,2024
5/2/2024,7.22,2024
5/9/2024,7.09,2024
5/16/2024,7.02,2024
5/23/2024,6.94,2024
5/30/2024,7.03,2024
6/6/2024,6.99,2024
6/13/2024,6.95,2024
6/20/2024,6.87,2024
6/27/2024,6.86,2024
7/3/2024,6.95,2024
7/11/2024,6.89,2024
7/18/2024,6.77,2024
7/25/2024,6.78,2024
8/1/2024,6.73,2024
8/8/2024,6.47,2024
8/15/2024,6.49,2024
8/22/2024,6.46,2024
8/29/2024,6.35,2024
9/5/2024,6.35,2024
9/12/2024,6.20,2024
9/19/2024,6.09,2024
9/26/2024,6.08,2024
10/3/2024,6.12,2024
10/10/2024,6.32,2024
10/17/2024,6.44,2024
10/24/2024,6.54,2024
10/31/2024,6.72,2024
11/7/2024,6.79,2024
11/14/2024,6.78,2024
11/21/2024,6.84,2024
11/27/2024,6.81,2024
12/5/2024,6.69,2024
12/12/2024,6.60,2024
12/19/2024,6.72,2024
12/26/2024,6.85,2024
1/2/2025,6.91,2025
1/9/2025,6.93,2025
1/16/2025,7.04,2025
1/23/2025,6.96,2025
1/30/2025,6.95,2025
2/6/2025,6.89,2025
2/13/2025,6.87,2025
2/20/2025,6.85,2025
2/27/2025,6.76,2025
3/6/2025,6.63,2025
3/13/2025,6.65,2025
3/20/2025,6.67,2025
3/27/2025,6.65,2025
"Although Freddie Mac attempts to provide reliable, useful information in this document Freddie Mac does not guarantee that the information is accurate, current or suitable for any particular purpose. Estimates contained in this document are those of Freddie Mac currently and are subject to change without notice. 

Information from this document may be used with proper attribution. Alteration of this document is strictly prohibited. 2022 by Freddie Mac.",,#VALUE!